id,ville,quartier,prix,surface,chambres,salles_bain,etage,ascenseur,parking,terrasse,type,lat,lng
1761,Marrakech,Hivernage,1131000,45,1,1,3,Yes,Yes,No,Studio,31.628108,-7.977725
1762,Tanger,Centre-ville,1000000,67,2,1,5,Yes,No,No,Appartement,35.758927,-5.834656
1763,Casablanca,Gauthier,1480000,52,1,1,1,Yes,No,Yes,Studio,33.581947,-7.607969
1764,Casablanca,Palmier,1060000,106,2,1,5,Yes,No,Yes,Appartement,33.582688,-7.590253
1765,Casablanca,Sidi Maarouf,2454000,137,3,2,3,Yes,Yes,Yes,Appartement,33.541706,-7.605845
1766,Casablanca,Anfa,2166000,123,2,1,3,Yes,No,No,Appartement,33.591612,-7.620015
1767,Meknès,Ismailia,1443000,165,3,2,2,Yes,No,No,Appartement,33.895188,-5.549903
1768,Casablanca,Ain Sebaâ,3822000,288,4,3,3,Yes,Yes,Yes,Appartement,33.551046,-7.559897
1769,Casablanca,Sidi Maarouf,1602000,113,3,2,4,Yes,No,No,Appartement,33.543493,-7.619318
1770,Casablanca,Hay Hassani,1212000,100,2,1,3,Yes,No,No,Appartement,33.543154,-7.598149
1771,Casablanca,Maarif,1351000,42,1,1,4,Yes,No,Yes,Studio,33.588738,-7.607681
1772,Casablanca,Gauthier,1016000,37,1,1,3,Yes,No,No,Studio,33.578678,-7.598205
1773,Casablanca,Palmier,920000,30,1,1,3,Yes,No,No,Studio,33.57758,-7.600907
1774,Dar Bouazza,Val Fleuri,1864000,136,2,2,1,Yes,Yes,Yes,Appartement,33.48327,-7.763964
1775,Casablanca,Gauthier,1109000,53,1,1,2,Yes,Yes,Yes,Studio,33.579733,-7.60722
1776,Casablanca,Hay Hassani,1595000,70,2,2,3,Yes,Yes,Yes,Appartement,33.546295,-7.59415
1777,Casablanca,Palmier,1867000,81,2,2,3,Yes,Yes,Yes,Appartement,33.585174,-7.602587
1778,Casablanca,Ain Sebaâ,711000,84,2,2,5,Yes,Yes,Yes,Appartement,33.555584,-7.556799
1779,Marrakech,Palmeraie,850000,35,1,1,5,Yes,Yes,No,Studio,31.629352,-7.98298
1780,Casablanca,Anfa,898000,32,1,1,2,Yes,No,No,Studio,33.595498,-7.62007
1781,Casablanca,Anfa,1333000,51,1,1,1,Yes,No,No,Studio,33.598886,-7.624132
1782,Marrakech,M'Hamid,1060000,46,1,1,3,Yes,Yes,No,Studio,31.632049,-7.977746
1783,Tanger,California,1013000,59,2,1,5,Yes,No,No,Appartement,35.758002,-5.833076
1784,Casablanca,Hay Hassani,1425000,63,1,1,1,Yes,No,Yes,Studio,33.546219,-7.59884
1785,Casablanca,Palmier,1064000,100,2,1,5,Yes,No,Yes,Appartement,33.583454,-7.596226
1786,Casablanca,CIL,2447000,153,3,2,3,Yes,Yes,Yes,Appartement,33.589298,-7.618439
1787,Casablanca,CIL,2438000,132,2,1,3,Yes,No,No,Appartement,33.584623,-7.617316
1788,Meknès,Al Qods,1364000,170,3,2,2,Yes,No,No,Appartement,33.897177,-5.551117
1789,Casablanca,Anfa,4130000,340,4,3,3,Yes,Yes,Yes,Appartement,33.589294,-7.629975
1790,Casablanca,Ain Sebaâ,1685000,112,3,2,4,Yes,No,No,Appartement,33.549466,-7.568816
1791,Casablanca,Gauthier,1210000,106,2,1,3,Yes,No,No,Appartement,33.577624,-7.608927
1792,Casablanca,Anfa,1274000,42,1,1,4,Yes,No,Yes,Studio,33.600573,-7.615745
1793,Casablanca,Hay Hassani,959000,32,1,1,3,Yes,No,No,Studio,33.543695,-7.599377
1794,Casablanca,Hay Hassani,850000,30,1,1,3,Yes,No,No,Studio,33.552803,-7.600758
1795,Dar Bouazza,Val Fleuri,1800000,127,2,2,1,Yes,Yes,Yes,Appartement,33.471743,-7.762822
1796,Casablanca,Palmier,1191000,51,1,1,2,Yes,Yes,Yes,Studio,33.58211,-7.597515
1797,Casablanca,Gauthier,1719000,65,2,2,3,Yes,Yes,Yes,Appartement,33.580928,-7.600533
1798,Casablanca,Ain Sebaâ,1833000,78,2,2,3,Yes,Yes,Yes,Appartement,33.554873,-7.56075
1799,Casablanca,Palmier,656000,75,2,2,5,Yes,Yes,Yes,Appartement,33.58426,-7.599348
1800,Marrakech,Palmeraie,827000,34,1,1,5,Yes,Yes,No,Studio,31.627242,-7.978683
1801,Casablanca,Ain Sebaâ,991000,33,1,1,2,Yes,No,No,Studio,33.551118,-7.560086
1802,Casablanca,Ain Sebaâ,1323000,48,1,1,1,Yes,No,No,Studio,33.551789,-7.556154
1803,Marrakech,Targa,1039000,42,1,1,3,Yes,Yes,No,Studio,31.62924,-7.980183
1804,Tanger,Malabata,882000,70,2,1,5,Yes,No,No,Appartement,35.763864,-5.828526
1805,Casablanca,Anfa,1366000,59,1,1,1,Yes,No,Yes,Studio,33.589812,-7.615362
1806,Casablanca,Palmier,1043000,94,2,1,5,Yes,No,Yes,Appartement,33.58199,-7.594728
1807,Casablanca,Ain Sebaâ,2600000,162,3,2,3,Yes,Yes,Yes,Appartement,33.555779,-7.553809
1808,Casablanca,Bourgogne,2453000,137,2,1,3,Yes,No,No,Appartement,33.586137,-7.601734
1809,Meknès,Ismailia,1531000,147,3,2,2,Yes,No,No,Appartement,33.894602,-5.546802
1810,Casablanca,Ain Sebaâ,3742000,299,4,3,3,Yes,Yes,Yes,Appartement,33.54968,-7.559394
1811,Casablanca,Gauthier,1594000,119,3,2,4,Yes,No,No,Appartement,33.574629,-7.603729
1812,Casablanca,Sidi Maarouf,1051000,113,2,1,3,Yes,No,No,Appartement,33.537658,-7.604514
1813,Casablanca,Gauthier,1356000,50,1,1,4,Yes,No,Yes,Studio,33.579172,-7.606647
1814,Casablanca,Palmier,889000,36,1,1,3,Yes,No,No,Studio,33.586768,-7.593449
1815,Casablanca,Bourgogne,945000,32,1,1,3,Yes,No,No,Studio,33.581535,-7.607718
1816,Dar Bouazza,Dar Bouazza Centre,1904000,121,2,2,1,Yes,Yes,Yes,Appartement,33.481627,-7.756503
1817,Casablanca,Bourgogne,1094000,53,1,1,2,Yes,Yes,Yes,Studio,33.585842,-7.598819
1818,Casablanca,Sidi Maarouf,1573000,65,2,2,3,Yes,Yes,Yes,Appartement,33.540276,-7.612574
1819,Casablanca,Palmier,1740000,70,2,2,3,Yes,Yes,Yes,Appartement,33.586048,-7.599935
1820,Casablanca,Bourgogne,695000,81,2,2,5,Yes,Yes,Yes,Appartement,33.586815,-7.600108
1821,Marrakech,Hivernage,885000,38,1,1,5,Yes,Yes,No,Studio,31.62648,-7.979972
1822,Casablanca,Bourgogne,1026000,30,1,1,2,Yes,No,No,Studio,33.583144,-7.600529
1823,Casablanca,Palmier,1334000,53,1,1,1,Yes,No,No,Studio,33.588673,-7.596924
1824,Marrakech,Guéliz,1091000,42,1,1,3,Yes,Yes,No,Studio,31.629965,-7.984507
1825,Tanger,Centre-ville,886000,70,2,1,5,Yes,No,No,Appartement,35.755981,-5.838546
1826,Casablanca,Ain Sebaâ,1564000,58,1,1,1,Yes,No,Yes,Studio,33.561675,-7.554718
1827,Casablanca,Ain Sebaâ,1000000,89,2,1,5,Yes,No,Yes,Appartement,33.546597,-7.56155
1828,Casablanca,Gauthier,2707000,162,3,2,3,Yes,Yes,Yes,Appartement,33.582785,-7.606088
1829,Casablanca,Maarif,2407000,132,2,1,3,Yes,No,No,Appartement,33.585117,-7.612528
1830,Meknès,Hamria,1549000,165,3,2,2,Yes,No,No,Appartement,33.899321,-5.546614
1831,Casablanca,Anfa,3661000,292,4,3,3,Yes,Yes,Yes,Appartement,33.588059,-7.621837
1832,Casablanca,Maarif,1692000,114,3,2,4,Yes,No,No,Appartement,33.584676,-7.605118
1833,Casablanca,Bourgogne,1216000,117,2,1,3,Yes,No,No,Appartement,33.584769,-7.608505
1834,Casablanca,Sidi Maarouf,1296000,46,1,1,4,Yes,No,Yes,Studio,33.541623,-7.610606
1835,Casablanca,CIL,994000,34,1,1,3,Yes,No,No,Studio,33.587662,-7.615536
1836,Casablanca,Maarif,831000,34,1,1,3,Yes,No,No,Studio,33.581155,-7.610265
1837,Dar Bouazza,Bouskoura,1794000,124,2,2,1,Yes,Yes,Yes,Appartement,33.481136,-7.763172
1838,Casablanca,Palmier,1102000,59,1,1,2,Yes,Yes,Yes,Studio,33.583473,-7.597
1839,Casablanca,Bourgogne,1658000,70,2,2,3,Yes,Yes,Yes,Appartement,33.577236,-7.602484
1840,Casablanca,Bourgogne,1679000,70,2,2,3,Yes,Yes,Yes,Appartement,33.590495,-7.595752
1841,Casablanca,Hay Hassani,634000,77,2,2,5,Yes,Yes,Yes,Appartement,33.544933,-7.600651
1842,Marrakech,Hivernage,897000,40,1,1,5,Yes,Yes,No,Studio,31.632308,-7.974862
1843,Casablanca,CIL,933000,30,1,1,2,Yes,No,No,Studio,33.596683,-7.606669
1844,Casablanca,Bourgogne,1316000,50,1,1,1,Yes,No,No,Studio,33.580495,-7.603056
1845,Marrakech,Targa,1077000,45,1,1,3,Yes,Yes,No,Studio,31.631956,-7.981712
1846,Tanger,Malabata,885000,62,2,1,5,Yes,No,No,Appartement,35.758731,-5.837276
1847,Casablanca,Maarif,1404000,60,1,1,1,Yes,No,Yes,Studio,33.586904,-7.606511
1848,Casablanca,Ain Sebaâ,990000,93,2,1,5,Yes,No,Yes,Appartement,33.555517,-7.561724
1849,Casablanca,Hay Hassani,2460000,135,3,2,3,Yes,Yes,Yes,Appartement,33.556103,-7.602877
1850,Casablanca,CIL,2133000,125,2,1,3,Yes,No,No,Appartement,33.593905,-7.613852
1851,Meknès,Ville Nouvelle,1555000,155,3,2,2,Yes,No,No,Appartement,33.891091,-5.548982
1852,Casablanca,Hay Hassani,3886000,297,4,3,3,Yes,Yes,Yes,Appartement,33.543367,-7.600057
1853,Casablanca,Sidi Maarouf,1557000,126,3,2,4,Yes,No,No,Appartement,33.546109,-7.610791
1854,Casablanca,Gauthier,1109000,101,2,1,3,Yes,No,No,Appartement,33.575986,-7.600184
1855,Casablanca,Ain Sebaâ,1418000,47,1,1,4,Yes,No,Yes,Studio,33.553988,-7.559413
1856,Casablanca,Gauthier,1020000,37,1,1,3,Yes,No,No,Studio,33.572183,-7.611388
1857,Casablanca,Gauthier,845000,32,1,1,3,Yes,No,No,Studio,33.583149,-7.604207
1858,Dar Bouazza,Val Fleuri,1892000,119,2,2,1,Yes,Yes,Yes,Appartement,33.476214,-7.762654
1859,Casablanca,Gauthier,1162000,50,1,1,2,Yes,Yes,Yes,Studio,33.578573,-7.610589
1860,Casablanca,CIL,1640000,69,2,2,3,Yes,Yes,Yes,Appartement,33.594753,-7.611121
1861,Casablanca,Ain Sebaâ,1754000,71,2,2,3,Yes,Yes,Yes,Appartement,33.545801,-7.557223
1862,Casablanca,Gauthier,731000,79,2,2,5,Yes,Yes,Yes,Appartement,33.571109,-7.604819
1863,Marrakech,Palmeraie,892000,34,1,1,5,Yes,Yes,No,Studio,31.632622,-7.97721
1864,Casablanca,Palmier,907000,33,1,1,2,Yes,No,No,Studio,33.584575,-7.595188
1865,Casablanca,Anfa,1349000,51,1,1,1,Yes,No,No,Studio,33.607854,-7.622793
1866,Marrakech,M'Hamid,1096000,44,1,1,3,Yes,Yes,No,Studio,31.628401,-7.981497
1867,Tanger,Centre-ville,884000,60,2,1,5,Yes,No,No,Appartement,35.763409,-5.843414
1868,Casablanca,Hay Hassani,1347000,53,1,1,1,Yes,No,Yes,Studio,33.543876,-7.603804
1869,Casablanca,Anfa,1070000,94,2,1,5,Yes,No,Yes,Appartement,33.598799,-7.618576
1870,Casablanca,Bourgogne,2666000,160,3,2,3,Yes,Yes,Yes,Appartement,33.583918,-7.603308
1871,Casablanca,Hay Hassani,2411000,140,2,1,3,Yes,No,No,Appartement,33.548066,-7.593762
1872,Meknès,Ismailia,1506000,165,3,2,2,Yes,No,No,Appartement,33.90119,-5.547337
1873,Casablanca,Ain Sebaâ,3814000,335,4,3,3,Yes,Yes,Yes,Appartement,33.554878,-7.552342
1874,Casablanca,Anfa,1598000,135,3,2,4,Yes,No,No,Appartement,33.597636,-7.617472
1875,Casablanca,Maarif,1193000,116,2,1,3,Yes,No,No,Appartement,33.583612,-7.608124
1876,Casablanca,Bourgogne,1301000,50,1,1,4,Yes,No,Yes,Studio,33.586335,-7.598491
1877,Casablanca,CIL,928000,34,1,1,3,Yes,No,No,Studio,33.594214,-7.620423
1878,Casablanca,CIL,828000,29,1,1,3,Yes,No,No,Studio,33.599309,-7.614861
1879,Dar Bouazza,Dar Bouazza Centre,1681000,123,2,2,1,Yes,Yes,Yes,Appartement,33.478955,-7.7571
1880,Casablanca,Ain Sebaâ,1166000,52,1,1,2,Yes,Yes,Yes,Studio,33.555767,-7.567661
1881,Casablanca,Gauthier,1510000,73,2,2,3,Yes,Yes,Yes,Appartement,33.583449,-7.60671
1882,Casablanca,Gauthier,1889000,74,2,2,3,Yes,Yes,Yes,Appartement,33.584323,-7.6056
1883,Casablanca,Sidi Maarouf,659000,79,2,2,5,Yes,Yes,Yes,Appartement,33.542251,-7.603968
1884,Marrakech,Hivernage,839000,34,1,1,5,Yes,Yes,No,Studio,31.628303,-7.978623
1885,Casablanca,Hay Hassani,887000,33,1,1,2,Yes,No,No,Studio,33.551552,-7.60071
1886,Casablanca,Palmier,1397000,53,1,1,1,Yes,No,No,Studio,33.584938,-7.598902
1887,Marrakech,Targa,1138000,40,1,1,3,Yes,Yes,No,Studio,31.634339,-7.983672
1888,Tanger,California,934000,64,2,1,5,Yes,No,No,Appartement,35.760055,-5.833985
1889,Casablanca,Bourgogne,1450000,56,1,1,1,Yes,No,Yes,Studio,33.583455,-7.597281
1890,Casablanca,Hay Hassani,996000,107,2,1,5,Yes,No,Yes,Appartement,33.546571,-7.604175
1891,Casablanca,Maarif,2730000,154,3,2,3,Yes,Yes,Yes,Appartement,33.583814,-7.606773
1892,Casablanca,Anfa,2303000,141,2,1,3,Yes,No,No,Appartement,33.60225,-7.623861
1893,Meknès,Ville Nouvelle,1460000,165,3,2,2,Yes,No,No,Appartement,33.885299,-5.549332
1894,Casablanca,Palmier,3721000,332,4,3,3,Yes,Yes,Yes,Appartement,33.584851,-7.601773
1895,Casablanca,Hay Hassani,1654000,122,3,2,4,Yes,No,No,Appartement,33.55574,-7.592311
1896,Casablanca,Sidi Maarouf,1096000,109,2,1,3,Yes,No,No,Appartement,33.539231,-7.605998
1897,Casablanca,Sidi Maarouf,1306000,50,1,1,4,Yes,No,Yes,Studio,33.537309,-7.604807
1898,Casablanca,Gauthier,879000,34,1,1,3,Yes,No,No,Studio,33.582453,-7.615429
1899,Casablanca,Maarif,894000,33,1,1,3,Yes,No,No,Studio,33.587825,-7.605083
1900,Dar Bouazza,Dar Bouazza Centre,1722000,141,2,2,1,Yes,Yes,Yes,Appartement,33.477992,-7.761186
1901,Casablanca,Bourgogne,1228000,52,1,1,2,Yes,Yes,Yes,Studio,33.58081,-7.608536
1902,Casablanca,Hay Hassani,1668000,65,2,2,3,Yes,Yes,Yes,Appartement,33.545443,-7.605498
1903,Casablanca,Hay Hassani,1824000,78,2,2,3,Yes,Yes,Yes,Appartement,33.550745,-7.592928
1904,Casablanca,Bourgogne,636000,80,2,2,5,Yes,Yes,Yes,Appartement,33.575966,-7.606949
1905,Marrakech,Palmeraie,825000,33,1,1,5,Yes,Yes,No,Studio,31.631519,-7.970086
1906,Casablanca,Maarif,1012000,31,1,1,2,Yes,No,No,Studio,33.586172,-7.608023
1907,Casablanca,Anfa,1272000,51,1,1,1,Yes,No,No,Studio,33.591864,-7.619519
1908,Marrakech,Targa,1125000,43,1,1,3,Yes,Yes,No,Studio,31.629124,-7.981396
1909,Tanger,Centre-ville,866000,68,2,1,5,Yes,No,No,Appartement,35.765178,-5.834563
1910,Casablanca,Bourgogne,1395000,57,1,1,1,Yes,No,Yes,Studio,33.583572,-7.59973
1911,Casablanca,Gauthier,1066000,94,2,1,5,Yes,No,Yes,Appartement,33.575654,-7.604805
1912,Casablanca,CIL,2444000,162,3,2,3,Yes,Yes,Yes,Appartement,33.593368,-7.60865
1913,Casablanca,Gauthier,2222000,127,2,1,3,Yes,No,No,Appartement,33.575546,-7.6096
1914,Meknès,Hamria,1559000,164,3,2,2,Yes,No,No,Appartement,33.895903,-5.542545
1915,Casablanca,CIL,4197000,302,4,3,3,Yes,Yes,Yes,Appartement,33.591047,-7.616888
1916,Casablanca,Maarif,1593000,115,3,2,4,Yes,No,No,Appartement,33.592292,-7.61099
1917,Casablanca,Palmier,1082000,104,2,1,3,Yes,No,No,Appartement,33.587839,-7.602194
1918,Casablanca,Sidi Maarouf,1229000,41,1,1,4,Yes,No,Yes,Studio,33.541918,-7.602131
1919,Casablanca,Gauthier,899000,38,1,1,3,Yes,No,No,Studio,33.588572,-7.603268
1920,Casablanca,Palmier,822000,34,1,1,3,Yes,No,No,Studio,33.580678,-7.602763
1921,Dar Bouazza,Bouskoura,1805000,126,2,2,1,Yes,Yes,Yes,Appartement,33.474303,-7.769214
1922,Casablanca,Anfa,1082000,59,1,1,2,Yes,Yes,Yes,Studio,33.602322,-7.619748
1923,Casablanca,CIL,1585000,68,2,2,3,Yes,Yes,Yes,Appartement,33.588407,-7.619933
1924,Casablanca,Palmier,1662000,72,2,2,3,Yes,Yes,Yes,Appartement,33.585245,-7.600607
1925,Casablanca,Hay Hassani,638000,89,2,2,5,Yes,Yes,Yes,Appartement,33.550384,-7.603191
1926,Marrakech,Palmeraie,938000,40,1,1,5,Yes,Yes,No,Studio,31.632988,-7.977753
1927,Casablanca,Bourgogne,883000,30,1,1,2,Yes,No,No,Studio,33.576274,-7.601666
1928,Casablanca,Anfa,1281000,53,1,1,1,Yes,No,No,Studio,33.604256,-7.618076
1929,Marrakech,Hivernage,1090000,48,1,1,3,Yes,Yes,No,Studio,31.638068,-7.978496
1930,Tanger,Malabata,923000,65,2,1,5,Yes,No,No,Appartement,35.756084,-5.834705
1931,Casablanca,CIL,1540000,54,1,1,1,Yes,No,Yes,Studio,33.588291,-7.612531
1932,Casablanca,Gauthier,922000,101,2,1,5,Yes,No,Yes,Appartement,33.583398,-7.609769
1933,Casablanca,Gauthier,2636000,140,3,2,3,Yes,Yes,Yes,Appartement,33.580955,-7.604975
1934,Casablanca,Palmier,2236000,133,2,1,3,Yes,No,No,Appartement,33.579369,-7.607146
1935,Meknès,Marjane,1517000,174,3,2,2,Yes,No,No,Appartement,33.895797,-5.54862
1936,Casablanca,Ain Sebaâ,3982000,285,4,3,3,Yes,Yes,Yes,Appartement,33.552412,-7.558534
1937,Casablanca,Sidi Maarouf,1616000,131,3,2,4,Yes,No,No,Appartement,33.542429,-7.610474
1938,Casablanca,Palmier,1221000,98,2,1,3,Yes,No,No,Appartement,33.582297,-7.597434
1939,Casablanca,CIL,1368000,43,1,1,4,Yes,No,Yes,Studio,33.593835,-7.623745
1940,Casablanca,Palmier,988000,31,1,1,3,Yes,No,No,Studio,33.584723,-7.60034
1941,Casablanca,Maarif,915000,28,1,1,3,Yes,No,No,Studio,33.575136,-7.60613
1942,Dar Bouazza,Dar Bouazza Centre,1782000,118,2,2,1,Yes,Yes,Yes,Appartement,33.481481,-7.768151
1943,Casablanca,Maarif,1209000,51,1,1,2,Yes,Yes,Yes,Studio,33.582182,-7.608163
1944,Casablanca,Ain Sebaâ,1597000,75,2,2,3,Yes,Yes,Yes,Appartement,33.557956,-7.557405
1945,Casablanca,Gauthier,1747000,73,2,2,3,Yes,Yes,Yes,Appartement,33.576438,-7.604124
1946,Casablanca,Hay Hassani,628000,82,2,2,5,Yes,Yes,Yes,Appartement,33.54615,-7.599118
1947,Marrakech,Palmeraie,840000,38,1,1,5,Yes,Yes,No,Studio,31.638304,-7.982521
1948,Casablanca,Hay Hassani,995000,30,1,1,2,Yes,No,No,Studio,33.542067,-7.593946
1949,Casablanca,Ain Sebaâ,1410000,52,1,1,1,Yes,No,No,Studio,33.550665,-7.566351
1950,Marrakech,Palmeraie,1138000,44,1,1,3,Yes,Yes,No,Studio,31.636163,-7.978364
1951,Tanger,Centre-ville,935000,63,2,1,5,Yes,No,No,Appartement,35.764672,-5.832146
1952,Casablanca,Gauthier,1523000,54,1,1,1,Yes,No,Yes,Studio,33.576414,-7.60403
1953,Casablanca,Gauthier,974000,95,2,1,5,Yes,No,Yes,Appartement,33.57933,-7.60435
1954,Casablanca,Ain Sebaâ,2743000,146,3,2,3,Yes,Yes,Yes,Appartement,33.555482,-7.563081
1955,Casablanca,CIL,2354000,119,2,1,3,Yes,No,No,Appartement,33.588052,-7.617567
1956,Meknès,Al Qods,1552000,161,3,2,2,Yes,No,No,Appartement,33.898142,-5.552593
1957,Casablanca,Bourgogne,4144000,289,4,3,3,Yes,Yes,Yes,Appartement,33.577972,-7.604889
1958,Casablanca,Gauthier,1654000,115,3,2,4,Yes,No,No,Appartement,33.573978,-7.603857
1959,Casablanca,Palmier,1198000,105,2,1,3,Yes,No,No,Appartement,33.581754,-7.599067
1960,Casablanca,Palmier,1415000,43,1,1,4,Yes,No,Yes,Studio,33.579599,-7.602677
1961,Casablanca,Palmier,882000,36,1,1,3,Yes,No,No,Studio,33.587863,-7.597016
1962,Casablanca,Hay Hassani,912000,32,1,1,3,Yes,No,No,Studio,33.546471,-7.600802
1963,Dar Bouazza,Val Fleuri,1659000,126,2,2,1,Yes,Yes,Yes,Appartement,33.484104,-7.761212
1964,Casablanca,Bourgogne,1228000,58,1,1,2,Yes,Yes,Yes,Studio,33.574701,-7.606025
1965,Casablanca,Hay Hassani,1610000,70,2,2,3,Yes,Yes,Yes,Appartement,33.549812,-7.600974
1966,Casablanca,Maarif,1694000,83,2,2,3,Yes,Yes,Yes,Appartement,33.581357,-7.608009
1967,Casablanca,Gauthier,707000,78,2,2,5,Yes,Yes,Yes,Appartement,33.572567,-7.60415
1968,Marrakech,M'Hamid,930000,33,1,1,5,Yes,Yes,No,Studio,31.630353,-7.979097
1969,Casablanca,Anfa,918000,33,1,1,2,Yes,No,No,Studio,33.600111,-7.619228
1970,Casablanca,CIL,1406000,50,1,1,1,Yes,No,No,Studio,33.586962,-7.617231
1971,Marrakech,Palmeraie,1140000,41,1,1,3,Yes,Yes,No,Studio,31.62732,-7.984169
1972,Tanger,Iberia,1002000,70,2,1,5,Yes,No,No,Appartement,35.755181,-5.836505
1973,Casablanca,Maarif,1569000,53,1,1,1,Yes,No,Yes,Studio,33.587847,-7.60423
1974,Casablanca,Hay Hassani,1045000,93,2,1,5,Yes,No,Yes,Appartement,33.545457,-7.601806
1975,Casablanca,Bourgogne,2454000,157,3,2,3,Yes,Yes,Yes,Appartement,33.585846,-7.602697
1976,Casablanca,Sidi Maarouf,2364000,134,2,1,3,Yes,No,No,Appartement,33.541875,-7.61167
1977,Meknès,Hamria,1372000,149,3,2,2,Yes,No,No,Appartement,33.894086,-5.539925
1978,Casablanca,Hay Hassani,3688000,328,4,3,3,Yes,Yes,Yes,Appartement,33.546852,-7.600289
1979,Casablanca,Ain Sebaâ,1616000,110,3,2,4,Yes,No,No,Appartement,33.547009,-7.550693
1980,Casablanca,Palmier,1106000,111,2,1,3,Yes,No,No,Appartement,33.581398,-7.599872
1981,Casablanca,CIL,1413000,48,1,1,4,Yes,No,Yes,Studio,33.593456,-7.61372
1982,Casablanca,Ain Sebaâ,902000,38,1,1,3,Yes,No,No,Studio,33.547034,-7.558868
1983,Casablanca,Sidi Maarouf,878000,30,1,1,3,Yes,No,No,Studio,33.537086,-7.608551
1984,Dar Bouazza,Dar Bouazza Centre,1691000,141,2,2,1,Yes,Yes,Yes,Appartement,33.480891,-7.765843
1985,Casablanca,Anfa,1080000,52,1,1,2,Yes,Yes,Yes,Studio,33.596369,-7.616901
1986,Casablanca,Sidi Maarouf,1482000,64,2,2,3,Yes,Yes,Yes,Appartement,33.542207,-7.608142
1987,Casablanca,Maarif,1724000,75,2,2,3,Yes,Yes,Yes,Appartement,33.591358,-7.613972
1988,Casablanca,Hay Hassani,719000,83,2,2,5,Yes,Yes,Yes,Appartement,33.539114,-7.59957
1989,Marrakech,M'Hamid,898000,35,1,1,5,Yes,Yes,No,Studio,31.625544,-7.985807
1990,Casablanca,CIL,994000,36,1,1,2,Yes,No,No,Studio,33.588391,-7.614222
1991,Casablanca,Ain Sebaâ,1325000,45,1,1,1,Yes,No,No,Studio,33.546309,-7.558974
1992,Marrakech,Targa,1124000,47,1,1,3,Yes,Yes,No,Studio,31.632368,-7.987768
1993,Tanger,Centre-ville,892000,65,2,1,5,Yes,No,No,Appartement,35.756623,-5.831156
1994,Casablanca,CIL,1404000,62,1,1,1,Yes,No,Yes,Studio,33.591314,-7.615213
1995,Casablanca,Palmier,943000,101,2,1,5,Yes,No,Yes,Appartement,33.586858,-7.597566
1996,Casablanca,Hay Hassani,2707000,151,3,2,3,Yes,Yes,Yes,Appartement,33.546012,-7.600547
1997,Casablanca,Maarif,2282000,124,2,1,3,Yes,No,No,Appartement,33.579841,-7.605733
1998,Meknès,Ismailia,1448000,174,3,2,2,Yes,No,No,Appartement,33.896724,-5.54927
1999,Casablanca,Palmier,4157000,301,4,3,3,Yes,Yes,Yes,Appartement,33.585734,-7.598212
2000,Casablanca,Sidi Maarouf,1549000,112,3,2,4,Yes,No,No,Appartement,33.542502,-7.607052
2001,Casablanca,Palmier,1116000,117,2,1,3,Yes,No,No,Appartement,33.582914,-7.595332
2002,Casablanca,Gauthier,1388000,48,1,1,4,Yes,No,Yes,Studio,33.579829,-7.607259
2003,Casablanca,Hay Hassani,920000,33,1,1,3,Yes,No,No,Studio,33.548929,-7.597452
2004,Casablanca,Palmier,883000,29,1,1,3,Yes,No,No,Studio,33.582963,-7.595957
2005,Dar Bouazza,Bouskoura,1834000,121,2,2,1,Yes,Yes,Yes,Appartement,33.478864,-7.763595
2006,Casablanca,Gauthier,1214000,52,1,1,2,Yes,Yes,Yes,Studio,33.573418,-7.611677
2007,Casablanca,Ain Sebaâ,1534000,74,2,2,3,Yes,Yes,Yes,Appartement,33.551651,-7.557465
2008,Casablanca,Hay Hassani,1748000,79,2,2,3,Yes,Yes,Yes,Appartement,33.544402,-7.598756
2009,Casablanca,Palmier,637000,75,2,2,5,Yes,Yes,Yes,Appartement,33.581395,-7.596037
2010,Marrakech,M'Hamid,832000,37,1,1,5,Yes,Yes,No,Studio,31.622437,-7.982307
2011,Casablanca,Palmier,980000,35,1,1,2,Yes,No,No,Studio,33.58005,-7.600782
2012,Casablanca,Gauthier,1335000,47,1,1,1,Yes,No,No,Studio,33.577612,-7.606749
2013,Marrakech,M'Hamid,1067000,46,1,1,3,Yes,Yes,No,Studio,31.631068,-7.982523
2014,Tanger,California,896000,64,2,1,5,Yes,No,No,Appartement,35.761326,-5.829417
2015,Casablanca,Sidi Maarouf,1569000,54,1,1,1,Yes,No,Yes,Studio,33.541901,-7.613088
2016,Casablanca,Sidi Maarouf,968000,92,2,1,5,Yes,No,Yes,Appartement,33.53796,-7.607363
2017,Casablanca,Bourgogne,2763000,164,3,2,3,Yes,Yes,Yes,Appartement,33.587069,-7.605032
2018,Casablanca,Palmier,2290000,136,2,1,3,Yes,No,No,Appartement,33.5764,-7.601896
2019,Meknès,Marjane,1429000,150,3,2,2,Yes,No,No,Appartement,33.892878,-5.545118
2020,Casablanca,Sidi Maarouf,4080000,319,4,3,3,Yes,Yes,Yes,Appartement,33.5432,-7.604164
2021,Casablanca,Bourgogne,1505000,129,3,2,4,Yes,No,No,Appartement,33.580709,-7.599757
2022,Casablanca,Bourgogne,1166000,109,2,1,3,Yes,No,No,Appartement,33.575809,-7.602075
2023,Casablanca,Sidi Maarouf,1315000,43,1,1,4,Yes,No,Yes,Studio,33.536667,-7.609354
2024,Casablanca,Hay Hassani,980000,37,1,1,3,Yes,No,No,Studio,33.549629,-7.60671
